"time" "obs"
"15787" 1990.15838850837 1.1
"15788" 1990.15887557078 1.05
"15789" 1990.15901826484 0.915
"15790" 1990.15999619483 0.78
"15791" 1990.16018835616 1.01
"15792" 1990.16074961948 0.828
"15793" 1990.16089231355 0.828
"15794" 1990.16104832572 1.07
"15795" 1990.16132229833 1.28
"15796" 1990.16176560122 1.4
"15797" 1990.16183219178 1.48
"15798" 1990.1622716895 1.4
"15799" 1990.16235540335 1.31
"15800" 1990.16279680365 1.4
"15801" 1990.16312785388 2.14
"15802" 1990.16335616438 2.33
"15803" 1990.16382039574 2.27
"15804" 1990.16499048706 1.86
"15805" 1990.16518835616 2.5
"15806" 1990.16546803653 3.58
"15807" 1990.16582952816 3.5
"15808" 1990.16669520548 2.88
"15809" 1990.16847222222 2.05
"15810" 1990.16880707763 2.11
"15811" 1990.16891171994 2.37
"15812" 1990.16926179604 2.37
"15813" 1990.16994672755 1.83
"15814" 1990.17124048706 1.95
"15815" 1990.17176369863 1.59
"15816" 1990.17199391172 1.83
"15817" 1990.17248668189 1.77
"15818" 1990.17277207002 1.51
"15819" 1990.17405631659 1.63
"15820" 1990.17437975647 1.39
"15821" 1990.17680745814 1.48
"15822" 1990.17747336377 1.2
"15823" 1990.17769977169 1.42
"15824" 1990.17850837139 1.13
"15825" 1990.17913622527 1.35
"15826" 1990.17957382040 1.33
"15827" 1990.17997526636 1.09
"15828" 1990.18048706240 1.29
"15829" 1990.18113584475 1.02
"15830" 1990.18164764079 1.07
"15831" 1990.18193302892 1.26
"15832" 1990.18221841705 1.2
"15833" 1990.18241818874 1.01
"15834" 1990.1825608828 0.964
"15835" 1990.18301750381 1.2
"15836" 1990.18332191781 1.07
"15837" 1990.18356164384 0.915
"15838" 1990.18421803653 0.964
"15839" 1990.18490296804 1.18
"15840" 1990.18521499239 0.896
"15841" 1990.18558789954 0.838
"15842" 1990.18593036530 1.11
"15843" 1990.18655821918 0.79
"15844" 1990.18732876712 0.925
"15845" 1990.18752853881 1.08
"15846" 1990.1876826484 1.07
"15847" 1990.18812785388 0.747
"15848" 1990.1886130137 1
"15849" 1990.18921042618 0.731
"15850" 1990.19003995434 0.731
"15851" 1990.19026826484 1.01
"15852" 1990.19117960426 0.656
"15853" 1990.19146499239 0.838
"15854" 1990.19178082192 0.673
"15855" 1990.19277968037 0.673
"15856" 1990.19306506849 0.964
"15857" 1990.19375 0.648
"15858" 1990.19474695586 0.64
"15859" 1990.19560121766 0.78
"15860" 1990.19580479452 0.925
"15861" 1990.19605974125 0.925
"15862" 1990.19660197869 0.648
"15863" 1990.19726027397 0.564
"15864" 1990.19825913242 0.64
"15865" 1990.19848744292 0.925
"15866" 1990.19898401826 0.615
"15867" 1990.19899923897 0.608
"15868" 1990.19919901065 0.571
"15869" 1990.19945585997 0.571
"15870" 1990.19968417047 0.819
"15871" 1990.19998668189 0.615
"15872" 1990.20011415525 0.542
"15873" 1990.20099885845 0.542
"15874" 1990.20125380518 0.877
"15875" 1990.20167237443 0.615
"15876" 1990.20185312024 0.521
"15877" 1990.20216894977 0.487
"15878" 1990.20228120244 0.739
"15879" 1990.20305365297 0.474
"15880" 1990.20382420091 0.474
"15881" 1990.20390791476 0.731
"15882" 1990.20413622527 0.79
"15883" 1990.20440639269 0.615
"15884" 1990.20465182648 0.48
"15885" 1990.2064783105 0.487
"15886" 1990.20659056317 0.739
"15887" 1990.20682077626 0.79
"15888" 1990.20696347032 0.615
"15889" 1990.2075608828 0.432
"15890" 1990.20764840183 0.64
"15891" 1990.20790334855 0.6
"15892" 1990.20833333333 0.439
"15893" 1990.20924657534 0.439
"15894" 1990.20938736682 0.739
"15895" 1990.20980974125 0.542
"15896" 1990.2100456621 0.446
"15897" 1990.21050038052 0.446
"15898" 1990.21058789954 0.632
"15899" 1990.21093417047 0.542
"15900" 1990.21132800609 0.412
"15901" 1990.21204337900 0.412
"15902" 1990.21218607306 0.722
"15903" 1990.21255517504 0.542
"15904" 1990.21281202435 0.432
"15905" 1990.21310121766 0.405
"15906" 1990.21318302892 0.6
"15907" 1990.21343607306 0.542
"15908" 1990.21381278539 0.4
"15909" 1990.21409817352 0.373
"15910" 1990.21475266362 0.373
"15911" 1990.2147716895 0.405
"15912" 1990.21489726027 0.681
"15913" 1990.21530631659 0.542
"15914" 1990.21589421613 0.373
"15915" 1990.21592846271 0.405
"15916" 1990.2160369102 0.535
"15917" 1990.21698059361 0.363
"15918" 1990.21749238965 0.363
"15919" 1990.21751331811 0.405
"15920" 1990.2176065449 0.648
"15921" 1990.21788812785 0.542
"15922" 1990.21835045662 0.389
"15923" 1990.21836187215 0.405
"15924" 1990.21843417047 0.521
"15925" 1990.21917808219 0.363
"15926" 1990.22027207002 0.405
"15927" 1990.22040525114 0.608
"15928" 1990.22066019787 0.542
"15929" 1990.2211738965 0.363
"15930" 1990.22291666667 0.341
"15931" 1990.22300228311 0.453
"15932" 1990.22354452055 0.521
"15933" 1990.22390030441 0.405
"15934" 1990.22425608828 0.315
"15935" 1990.22517123288 0.32
"15936" 1990.22582572298 0.373
"15937" 1990.22588470320 0.453
"15938" 1990.22644025875 0.405
"15939" 1990.22739726027 0.341
"15940" 1990.22848173516 0.341
"15941" 1990.22850837139 0.389
"15942" 1990.2301369863 0.331
"15943" 1990.23124809741 0.331
"15944" 1990.23127853881 0.368
"15945" 1990.23378805175 0.336
"15946" 1990.23384512938 0.412
"15947" 1990.23456050228 0.357
"15948" 1990.23680936073 0.379
"15949" 1990.23681316591 0.426
"15950" 1990.23772450533 0.426
"15951" 1990.23835616438 0.363
"15952" 1990.24007990868 0.405
"15953" 1990.24109589041 0.623
"15954" 1990.24262937595 0.542
"15955" 1990.24297945205 0.508
"15956" 1990.24508942161 0.474
"15957" 1990.24520547945 0.722
"15958" 1990.24540525114 0.772
"15959" 1990.24576103501 0.542
"15960" 1990.24604261796 0.405
"15961" 1990.24614726027 0.542
"15962" 1990.24637366819 0.501
"15963" 1990.24668949772 0.389
"15964" 1990.24703196347 0.363
"15965" 1990.24761035008 0.405
"15966" 1990.24774353120 0.632
"15967" 1990.24796613394 0.615
"15968" 1990.24828196347 0.405
"15969" 1990.24834474886 0.373
"15970" 1990.24894406393 0.32
"15971" 1990.25048325723 0.347
"15972" 1990.25422374429 0.326
"15973" 1990.25428462709 0.405
"15974" 1990.25439307458 0.593
"15975" 1990.25445205479 0.593
"15976" 1990.25472983257 0.405
"15977" 1990.25493531202 0.299
"15978" 1990.25590563166 0.299
"15979" 1990.25604832572 0.48
"15980" 1990.25624809741 0.446
"15981" 1990.2563413242 0.405
"15982" 1990.25659056317 0.32
"15983" 1990.25701864536 0.32
"15984" 1990.25713280061 0.487
"15985" 1990.2573325723 0.446
"15986" 1990.25742770167 0.405
"15987" 1990.25776065449 0.294
"15988" 1990.25864535769 0.294
"15989" 1990.25870243531 0.357
"15990" 1990.25890410959 0.357
"15991" 1990.25904490107 0.299
"15992" 1990.26010273973 0.299
"15993" 1990.26301369863 0.336
"15994" 1990.26410768645 0.405
"15995" 1990.26426560122 0.78
"15996" 1990.26429794521 0.877
"15997" 1990.26455859970 0.78
"15998" 1990.26475266362 0.648
"15999" 1990.26509512938 0.571
"16000" 1990.26549847793 0.615
"16001" 1990.26586757991 0.714
"16002" 1990.26660768645 0.681
"16003" 1990.26686453577 1.07
"16004" 1990.26706430746 1.01
"16005" 1990.26732305936 0.714
"16006" 1990.26772260274 0.623
"16007" 1990.27020547945 0.615
"16008" 1990.27034627093 0.886
"16009" 1990.27043188737 0.886
"16010" 1990.27064878234 0.615
"16011" 1990.27066210046 0.6
"16012" 1990.27123287671 0.521
"16013" 1990.28035768645 0.515
"16014" 1990.28051369863 0.615
"16015" 1990.28061453577 0.809
"16016" 1990.28073059361 0.747
"16017" 1990.28091514460 0.542
"16018" 1990.28101598174 0.446
"16019" 1990.28172754947 0.379
"16020" 1990.28178462709 0.446
"16021" 1990.28418759513 0.453
"16022" 1990.28425418569 0.615
"16023" 1990.28438736682 0.747
"16024" 1990.28461567732 0.494
"16025" 1990.28493150685 0.4
"16026" 1990.28821347032 0.453
"16027" 1990.28886986301 0.698
"16028" 1990.28904109589 1.13
"16029" 1990.28918188737 1.13
"16030" 1990.28921613394 1.07
"16031" 1990.28949771689 0.673
"16032" 1990.28966704718 0.632
"16033" 1990.29041095890 0.615
"16034" 1990.29146689498 0.78
"16035" 1990.29155251142 0.925
"16036" 1990.29160958904 0.925
"16037" 1990.29193302892 0.615
"16038" 1990.29198059361 0.579
"16039" 1990.29229452055 0.542
"16040" 1990.29412861492 0.615
"16041" 1990.29426179604 0.867
"16042" 1990.29446156773 0.867
"16043" 1990.29470319635 0.615
"16044" 1990.29481164384 0.542
"16045" 1990.29494672755 0.515
"16046" 1990.29664383562 0.542
"16047" 1990.29740106545 0.623
"16048" 1990.29802891933 0.79
"16049" 1990.29811453577 1
"16050" 1990.29822869102 1.05
"16051" 1990.29837138508 0.819
"16052" 1990.29863013699 0.689
"16053" 1990.29973554033 0.78
"16054" 1990.29985730594 0.993
"16055" 1990.29994101979 0.993
"16056" 1990.30034246575 0.648
"16057" 1990.30105403349 0.689
"16058" 1990.30136986301 0.935
"16059" 1990.30251141553 0.838
"16060" 1990.30898782344 0.681
"16061" 1990.30918378995 1.07
"16062" 1990.30941780822 1.31
"16063" 1990.31021499239 1.13
"16064" 1990.31324010655 1.03
"16065" 1990.31703767123 1.14
"16066" 1990.31720700152 1.47
"16067" 1990.31846461187 1.16
"16068" 1990.31979642314 1.05
"16069" 1990.33082191781 0.648
"16070" 1990.34263508371 0.487
"16071" 1990.35473554034 0.389
"16072" 1990.35479452055 0.508
"16073" 1990.35523782344 0.593
"16074" 1990.35535007610 0.515
"16075" 1990.35549467276 0.474
"16076" 1990.35616438356 0.426
"16077" 1990.35816019787 0.474
"16078" 1990.35822869102 0.78
"16079" 1990.35835996956 1.26
"16080" 1990.35853310502 1.2
"16081" 1990.35859969559 1.07
"16082" 1990.35887557078 0.615
"16083" 1990.35890410959 0.579
"16084" 1990.36178462709 0.419
"16085" 1990.36181316591 0.46
"16086" 1990.36438356164 0.363
"16087" 1990.36483828006 0.405
"16088" 1990.36593036530 0.542
"16089" 1990.36621004566 0.848
"16090" 1990.36700722983 0.623
"16091" 1990.36712328767 0.944
"16092" 1990.3676369863 1.04
"16093" 1990.36774923897 0.877
"16094" 1990.36812214612 0.828
"16095" 1990.37205289193 0.615
"16096" 1990.37739726027 0.384
"16097" 1990.37756659056 0.32
"16098" 1990.37808219178 0.389
"16099" 1990.37985159817 0.474
"16100" 1990.38019406393 0.439
"16101" 1990.38093607306 0.426
"16102" 1990.38122146119 0.549
"16103" 1990.38356164384 0.432
"16104" 1990.38574200913 0.405
"16105" 1990.38630136986 0.46
"16106" 1990.38779870624 0.446
"16107" 1990.38781582953 0.389
"16108" 1990.39312214612 0.352
"16109" 1990.39317732116 0.426
"16110" 1990.39340753425 0.426
"16111" 1990.39343987823 0.78
"16112" 1990.39346461187 1.13
"16113" 1990.39349315068 1.32
"16114" 1990.39355022831 1.32
"16115" 1990.39366438356 0.935
"16116" 1990.39386225266 0.722
"16117" 1990.39414954338 0.665
"16118" 1990.39466133942 0.935
"16119" 1990.39543188737 0.886
"16120" 1990.39560502283 1.05
"16121" 1990.39574771689 1.07
"16122" 1990.39603120244 1.29
"16123" 1990.39674467275 1.29
"16124" 1990.39701293760 1.51
"16125" 1990.39720129376 1.51
"16126" 1990.39758181126 1.92
"16127" 1990.4 1.39
"16128" 1990.40273972603 1.03
"16129" 1990.40719178082 0.714
"16130" 1990.40858828006 0.673
"16131" 1990.40861872146 0.593
"16132" 1990.40961567732 0.593
"16133" 1990.41155821918 0.535
"16134" 1990.41994672755 0.389
"16135" 1990.41997716895 0.432
"16136" 1990.42020547945 0.501
"16137" 1990.42511415525 0.384
"16138" 1990.42539954338 0.412
"16139" 1990.42802321157 0.384
"16140" 1990.42810882801 0.357
"16141" 1990.43050608828 0.419
"16142" 1990.43108447489 0.363
"16143" 1990.4350304414 0.405
"16144" 1990.43538812785 0.78
"16145" 1990.43602739726 0.78
"16146" 1990.43636796043 1.4
"16147" 1990.43662290715 1.92
"16148" 1990.43702625571 1.4
"16149" 1990.43725837139 1.07
"16150" 1990.43766171994 0.925
"16151" 1990.43881278539 0.739
"16152" 1990.44109589041 0.571
"16153" 1990.44786149163 0.394
"16154" 1990.44991438356 0.419
"16155" 1990.45313926941 0.347
"16156" 1990.45316590563 0.379
"16157" 1990.45479452055 0.32
"16158" 1990.46249809741 0.326
"16159" 1990.46301369863 0.363
"16160" 1990.46660768645 0.257
"16161" 1990.46703767123 0.294
"16162" 1990.46832191781 0.267
"16163" 1990.4687195586 0.368
"16164" 1990.46900684932 0.341
"16165" 1990.46903538813 0.283
"16166" 1990.46946156773 0.501
"16167" 1990.46967846271 0.78
"16168" 1990.46980403349 0.983
"16169" 1990.47014649924 1.17
"16170" 1990.47060502283 0.828
"16171" 1990.47145547945 0.615
"16172" 1990.47148972603 0.608
"16173" 1990.47397260274 0.432
"16174" 1990.47507800609 0.405
"16175" 1990.48533105023 0.215
"16176" 1990.48535768645 0.251
"16177" 1990.48558028919 0.246
"16178" 1990.48824010654 0.2
"16179" 1990.48827054795 0.242
"16180" 1990.48909817352 0.246
"16181" 1990.48912290715 0.405
"16182" 1990.48928652968 1.73
"16183" 1990.48960996956 1.16
"16184" 1990.49003995434 0.906
"16185" 1990.49005327245 1.4
"16186" 1990.4900761035 2.5
"16187" 1990.49011415525 4.7
"16188" 1990.49041095890 3.1
"16189" 1990.49071347032 2.28
"16190" 1990.49121004566 2.47
"16191" 1990.49216894977 1.72
"16192" 1990.49330289193 1.39
"16193" 1990.49481544901 1.16
"16194" 1990.49488964992 1.88
"16195" 1990.49500380518 2.33
"16196" 1990.49509512938 2.5
"16197" 1990.49524353120 3.24
"16198" 1990.49537480974 2.94
"16199" 1990.49546232877 2.33
"16200" 1990.49560502283 2.05
"16201" 1990.49614726027 1.73
"16202" 1990.49776255708 1.33
"16203" 1990.49784817352 1.66
"16204" 1990.49806316591 1.85
"16205" 1990.49813356164 2.12
"16206" 1990.49830669711 2.25
"16207" 1990.49842846271 1.75
"16208" 1990.49863013699 1.64
"16209" 1990.50136986301 1.14
"16210" 1990.50196917808 1.14
"16211" 1990.50199581431 1.05
"16212" 1990.50447869102 0.954
"16213" 1990.50450913242 0.857
"16214" 1990.50519406393 1.05
"16215" 1990.50707572298 0.838
"16216" 1990.51107305936 0.714
"16217" 1990.51145547945 1.07
"16218" 1990.51161529680 1.25
"16219" 1990.51232876712 0.925
"16220" 1990.51429604262 0.78
"16221" 1990.51506849315 0.706
"16222" 1990.52337138508 0.474
"16223" 1990.52391362253 0.494
"16224" 1990.52656963470 0.419
"16225" 1990.52659627093 0.467
"16226" 1990.52808219178 0.373
"16227" 1990.53182077626 0.341
"16228" 1990.53202054795 0.394
"16229" 1990.53453006088 0.32
"16230" 1990.53561643836 0.347
"16231" 1990.54009512938 0.262
"16232" 1990.54012557078 0.304
"16233" 1990.54337709285 0.283
"16234" 1990.54520547945 0.223
"16235" 1990.55172564688 0.219
"16236" 1990.55373858447 0.177
"16237" 1990.55499619482 0.196
"16238" 1990.56045471842 0.169
"16239" 1990.56461187215 0.152
"16240" 1990.57728310502 0.148
"16241" 1990.57732496195 0.169
"16242" 1990.57741057839 0.246
"16243" 1990.57756849315 0.46
"16244" 1990.57774733638 0.78
"16245" 1990.57788432268 1.09
"16246" 1990.57805365297 1.03
"16247" 1990.57849315068 0.615
"16248" 1990.578597793 0.542
"16249" 1990.57897070015 0.373
"16250" 1990.58054223744 0.223
"16251" 1990.58354261796 0.169
"16252" 1990.58547374429 0.15
"16253" 1990.59783105023 0.124
"16254" 1990.59789003044 0.102
"16255" 1990.59817351598 0.142
"16256" 1990.61167237443 0.12
"16257" 1990.61230022831 0.129
"16258" 1990.61447108067 0.12
"16259" 1990.61710045662 0.127
"16260" 1990.61712328767 0.142
"16261" 1990.61826864536 0.127
"16262" 1990.61957762557 0.116
"16263" 1990.61960806697 0.131
"16264" 1990.62040525114 0.142
"16265" 1990.62041286149 0.169
"16266" 1990.62041856925 0.204
"16267" 1990.62121765601 0.204
"16268" 1990.62122336377 0.246
"16269" 1990.6212347793 0.405
"16270" 1990.62125380518 0.78
"16271" 1990.62128995434 1.66
"16272" 1990.62130136986 1.72
"16273" 1990.62133942161 1.72
"16274" 1990.62153158295 1.07
"16275" 1990.62169901065 0.615
"16276" 1990.62170852359 0.593
"16277" 1990.62190639269 0.405
"16278" 1990.62208904110 0.273
"16279" 1990.62234018265 0.246
"16280" 1990.62334474886 0.169
"16281" 1990.62531392694 0.142
"16282" 1990.62551369863 0.148
"16283" 1990.63176369863 0.124
"16284" 1990.63906963470 0.116
"16285" 1990.64238013699 0.124
"16286" 1990.64446537291 0.11
"16287" 1990.64449200913 0.119
"16288" 1990.65205479452 0.113
"16289" 1990.65576293760 0.119
"16290" 1990.65579337900 0.133
"16291" 1990.65622146119 0.127
"16292" 1990.65764840183 0.114
"16293" 1990.65767503805 0.103
"16294" 1990.65807648402 0.116
"16295" 1990.66084474886 0.116
"16296" 1990.66089992390 0.135
"16297" 1990.66149353120 0.127
"16298" 1990.66327054795 0.111
"16299" 1990.66329718417 0.099
"16300" 1990.66418188737 0.119
"16301" 1990.66420281583 0.127
"16302" 1990.66424086758 0.15
"16303" 1990.66540525114 0.169
"16304" 1990.66553272451 0.246
"16305" 1990.66563926941 0.31
"16306" 1990.66572488584 0.405
"16307" 1990.66583523592 0.542
"16308" 1990.66595319635 0.608
"16309" 1990.66654109589 0.656
"16310" 1990.66735920852 0.542
"16311" 1990.66788622527 0.405
"16312" 1990.66849315069 0.283
"16313" 1990.66905441400 0.246
"16314" 1990.66977739726 0.211
"16315" 1990.67123287671 0.161
"16316" 1990.67485730594 0.138
"16317" 1990.67920471842 0.127
"16318" 1990.68964041096 0.111
"16319" 1990.69172184170 0.127
"16320" 1990.69175228311 0.152
"16321" 1990.69178082192 0.152
"16322" 1990.69180936073 0.138
"16323" 1990.69218036530 0.12
"16324" 1990.69389269406 0.102
"16325" 1990.69411910198 0.116
"16326" 1990.69503424658 0.116
"16327" 1990.69603120244 0.106
"16328" 1990.69606164384 0.097
"16329" 1990.69628995434 0.097
"16330" 1990.69634703196 0.113
"16331" 1990.70168378995 0.11
"16332" 1990.70171232877 0.101
"16333" 1990.70322298326 0.114
"16334" 1990.70624429224 0.127
"16335" 1990.70645547945 0.246
"16336" 1990.70668949772 0.341
"16337" 1990.70819444444 0.246
"16338" 1990.70821917808 0.223
"16339" 1990.70988394216 0.169
"16340" 1990.71309741248 0.118
"16341" 1990.71312785388 0.129
"16342" 1990.71552511416 0.133
"16343" 1990.71642123288 0.127
"16344" 1990.72000380518 0.111
"16345" 1990.72279109589 0.127
"16346" 1990.72682838661 0.169
"16347" 1990.727347793 0.246
"16348" 1990.72736872146 0.283
"16349" 1990.72795471842 0.246
"16350" 1990.72862442922 0.215
"16351" 1990.72865106545 0.242
"16352" 1990.72869672755 0.246
"16353" 1990.73005517504 0.405
"16354" 1990.73150684932 0.632
"16355" 1990.73213280061 0.593
"16356" 1990.73216324201 0.501
"16357" 1990.73282343988 0.467
"16358" 1990.73315258752 0.405
"16359" 1990.73373858447 0.32
"16360" 1990.73436073059 0.278
"16361" 1990.73439117199 0.223
"16362" 1990.73467656012 0.267
"16363" 1990.73511605784 0.246
"16364" 1990.73698820396 0.181
"16365" 1990.73786910198 0.169
"16366" 1990.74246765601 0.138
"16367" 1990.74652397260 0.127
"16368" 1990.74654680365 0.15
"16369" 1990.74714611872 0.129
"16370" 1990.7498021309 0.138
"16371" 1990.74982305936 0.169
"16372" 1990.74985920852 0.267
"16373" 1990.74991438356 0.267
"16374" 1990.74996575342 0.405
"16375" 1990.75006468798 0.78
"16376" 1990.75011415525 1.02
"16377" 1990.75020167428 1.02
"16378" 1990.75031392694 0.706
"16379" 1990.75045662100 0.579
"16380" 1990.75090943683 0.405
"16381" 1990.75099885845 0.379
"16382" 1990.75222602740 0.251
"16383" 1990.75268455099 0.299
"16384" 1990.75273021309 0.405
"16385" 1990.75279680365 0.6
"16386" 1990.75285388128 0.6
"16387" 1990.75298515982 0.405
"16388" 1990.75311073059 0.262
"16389" 1990.75318493151 0.246
"16390" 1990.75342656012 0.208
"16391" 1990.75683219178 0.169
"16392" 1990.76330098935 0.129
"16393" 1990.76543949772 0.129
"16394" 1990.76546803653 0.177
"16395" 1990.76548325723 0.169
"16396" 1990.76555555556 0.15
"16397" 1990.76649543379 0.123
"16398" 1990.77054984779 0.126
"16399" 1990.77060502283 0.109
"16400" 1990.77086187215 0.122
"16401" 1990.77639840183 0.124
"16402" 1990.77985159817 0.119
"16403" 1990.78153538813 0.124
"16404" 1990.78524923897 0.127
"16405" 1990.78527397260 0.148
"16406" 1990.78530251142 0.148
"16407" 1990.78538812785 0.123
"16408" 1990.78630136986 0.114
"16409" 1990.78984018265 0.114
"16410" 1990.78987062405 0.105
"16411" 1990.7902130898 0.118
"16412" 1990.79253424658 0.127
"16413" 1990.79261605784 0.169
"16414" 1990.79269596651 0.246
"16415" 1990.79283675799 0.439
"16416" 1990.79325913242 0.46
"16417" 1990.79333523592 0.405
"16418" 1990.79345890411 0.336
"16419" 1990.79354452055 0.394
"16420" 1990.79452054795 0.227
"16421" 1990.79677511416 0.188
"16422" 1990.80188356164 0.192
"16423" 1990.80214421613 0.246
"16424" 1990.80285388128 0.46
"16425" 1990.80345319635 0.46
"16426" 1990.80410958904 0.394
"16427" 1990.80439687976 0.336
"16428" 1990.80522450533 0.283
"16429" 1990.80620814307 0.246
"16430" 1990.80901826484 0.169
"16431" 1990.80904490107 0.148
"16432" 1990.80927511416 0.184
"16433" 1990.81119101979 0.169
"16434" 1990.81121575342 0.144
"16435" 1990.81144216134 0.154
"16436" 1990.81147070015 0.169
"16437" 1990.81150114155 0.196
"16438" 1990.81392694064 0.2
"16439" 1990.81481354642 0.184
"16440" 1990.81698059361 0.196
"16441" 1990.81700342466 0.246
"16442" 1990.81703767123 0.347
"16443" 1990.81743721461 0.373
"16444" 1990.81750951294 0.474
"16445" 1990.81782153729 0.474
"16446" 1990.81790525114 0.439
"16447" 1990.81845129376 0.405
"16448" 1990.82051940639 0.304
"16449" 1990.82054794521 0.352
"16450" 1990.8211738965 0.412
"16451" 1990.82128805175 0.405
"16452" 1990.82334474886 0.31
"16453" 1990.82337519026 0.373
"16454" 1990.8236586758 0.315
"16455" 1990.82551369863 0.299
"16456" 1990.82628424658 0.352
"16457" 1990.82639649924 0.405
"16458" 1990.82696917808 0.79
"16459" 1990.82716324201 1.4
"16460" 1990.82746194825 2.5
"16461" 1990.8276065449 3.19
"16462" 1990.82773972603 3.42
"16463" 1990.82818493151 3.19
"16464" 1990.82877092846 2.4
"16465" 1990.82888318113 2.1
"16466" 1990.82911339422 2.1
"16467" 1990.82934931507 2.53
"16468" 1990.82982686454 4.02
"16469" 1990.83002663623 3.94
"16470" 1990.83080098935 2.69
"16471" 1990.83140981735 2.18
"16472" 1990.83287671233 1.64
"16473" 1990.83434170472 1.58
"16474" 1990.83472983257 1.39
"16475" 1990.83730022831 1.07
"16476" 1990.83901255708 1.01
"16477" 1990.83904109589 0.944
"16478" 1990.83935502283 0.944
"16479" 1990.83944063927 1.25
"16480" 1990.83952435312 1.25
"16481" 1990.83961187215 1.02
"16482" 1990.84012557078 0.877
"16483" 1990.84013888889 1
"16484" 1990.84036529680 1
"16485" 1990.84039573820 1.07
"16486" 1990.84048135464 1.07
"16487" 1990.84053843227 0.944
"16488" 1990.84070776256 0.848
"16489" 1990.84223744292 0.915
"16490" 1990.84232305936 1.2
"16491" 1990.84243721461 1.26
"16492" 1990.8426065449 0.925
"16493" 1990.84309170472 0.828
"16494" 1990.84492009132 0.838
"16495" 1990.84500380518 1.17
"16496" 1990.84508942161 1.17
"16497" 1990.84520547945 0.809
"16498" 1990.84526255708 0.809
"16499" 1990.84531963470 1.08
"16500" 1990.84537671233 1.03
"16501" 1990.84546232877 0.819
"16502" 1990.84563165906 0.731
"16503" 1990.84754375951 0.689
"16504" 1990.84768645358 1.1
"16505" 1990.84778729072 1.07
"16506" 1990.84797374429 0.689
"16507" 1990.8486586758 0.648
"16508" 1990.84868721461 0.571
"16509" 1990.84874429224 0.615
"16510" 1990.84988394216 0.632
"16511" 1990.84991438356 0.557
"16512" 1990.84997146119 0.6
"16513" 1990.85025684932 0.64
"16514" 1990.85034246575 1.02
"16515" 1990.85039954338 1.02
"16516" 1990.85056887367 0.615
"16517" 1990.85273972603 0.508
"16518" 1990.85311073059 0.542
"16519" 1990.85317732116 0.78
"16520" 1990.85322298326 0.983
"16521" 1990.85333904110 0.935
"16522" 1990.85345509893 0.615
"16523" 1990.85348173516 0.557
"16524" 1990.85393835616 0.487
"16525" 1990.85596270928 0.508
"16526" 1990.85602359209 0.78
"16527" 1990.85604832572 0.915
"16528" 1990.85610540335 0.915
"16529" 1990.85623858448 0.615
"16530" 1990.85630517504 0.494
"16531" 1990.85679033486 0.419
"16532" 1990.85753424658 0.439
"16533" 1990.85933028919 0.439
"16534" 1990.85941780822 0.78
"16535" 1990.85947298326 0.78
"16536" 1990.85961567732 0.487
"16537" 1990.85970319635 0.453
"16538" 1990.86412480974 0.474
"16539" 1990.86419140030 0.78
"16540" 1990.86421232877 0.906
"16541" 1990.86432458143 0.848
"16542" 1990.86441590563 0.615
"16543" 1990.86449771689 0.446
"16544" 1990.86646499239 0.394
"16545" 1990.86652207002 0.283
"16546" 1990.86660958904 0.379
"16547" 1990.86869292237 0.368
"16548" 1990.86963470320 0.341
"16549" 1990.86966133942 0.389
"16550" 1990.8714326484 0.357
"16551" 1990.87145928463 0.453
"16552" 1990.87151636225 0.373
"16553" 1990.87180175038 0.373
"16554" 1990.87183028919 0.246
"16555" 1990.87185882801 0.161
"16556" 1990.87186834094 0.169
"16557" 1990.87191019787 0.246
"16558" 1990.87197488584 0.412
"16559" 1990.87200152207 0.379
"16560" 1990.87240106545 0.379
"16561" 1990.87267503805 0.467
"16562" 1990.87267884323 0.487
"16563" 1990.87305175038 0.487
"16564" 1990.87311073059 0.78
"16565" 1990.87313546423 0.935
"16566" 1990.87327815830 0.935
"16567" 1990.87339231355 0.615
"16568" 1990.87342085236 0.549
"16569" 1990.87356354642 0.549
"16570" 1990.87389459665 0.78
"16571" 1990.87414383562 0.993
"16572" 1990.87497146119 0.993
"16573" 1990.87502853881 1.25
"16574" 1990.87525684932 1.3
"16575" 1990.87534436834 0.964
"16576" 1990.87586567732 1.07
"16577" 1990.87591324201 1.35
"16578" 1990.87611491629 1.35
"16579" 1990.87622907154 0.964
"16580" 1990.87639840183 0.915
"16581" 1990.87771118721 0.915
"16582" 1990.87776826484 1.24
"16583" 1990.87779870624 1.24
"16584" 1990.87785388128 0.973
"16585" 1990.87799657534 0.809
"16586" 1990.87805365297 1.14
"16587" 1990.87811073059 1.2
"16588" 1990.87822678843 0.799
"16589" 1990.87877283105 0.78
"16590" 1990.87882420091 1.11
"16591" 1990.87892694064 1.07
"16592" 1990.87905441400 0.747
"16593" 1990.88045662100 0.78
"16594" 1990.88053652968 1.16
"16595" 1990.88068112633 1.16
"16596" 1990.88070776256 1.07
"16597" 1990.88085045662 0.681
"16598" 1990.88205098935 0.681
"16599" 1990.88316400304 0.819
"16600" 1990.88324771689 1.27
"16601" 1990.88344748858 1.27
"16602" 1990.88364916286 0.809
"16603" 1990.88427891933 0.78
"16604" 1990.88433409437 1.07
"16605" 1990.88436073059 1.07
"16606" 1990.88444824962 0.809
"16607" 1990.88487633181 0.722
"16608" 1990.88493340944 0.772
"16609" 1990.88596080670 0.772
